scenario,modo,n_drops,drops,rationale,n_amostras,n_features,hard_positivos,hard_negativos,hard_acertos_base,hard_prob_media,sem_accuracy,sem_sensitivity,sem_specificity,sem_f1,sem_kappa,com_accuracy,com_sensitivity,com_specificity,com_f1,com_kappa,delta_sem_accuracy,delta_com_accuracy,delta_sem_sensitivity,delta_com_sensitivity,delta_sem_specificity,delta_com_specificity,delta_sem_f1,delta_com_f1,delta_sem_kappa,delta_com_kappa
baseline,amostras_validas,0,,Todas as features atuais; referencia para comparacao.,287,17,5,15,9,0.4840978682041168,93.2,84.3,96.16666666666669,85.66816516816517,0.812950064641241,92.9,84.8,95.6,85.30043845043845,0.8071264005602241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sem_4_cd_tantrums,amostras_validas,6,Poverty Status; Number of Siblings; Family History - Psychiatric Diagnosis; Number of Bio. Parents; CD; Frequency Temper Tantrums,Limpeza intermediaria: baixa relevancia + dois blocos correlacionados.,306,11,6,14,13,0.37774649262428284,92.275,83.25,96.14285714285715,86.21643356643355,0.8094330564553677,92.25,83.41666666666669,96.03571428571429,86.20441225441223,0.8091081737198729,-0.9249999999999972,-0.6500000000000057,-1.0499999999999972,-1.3833333333333115,-0.023809523809532607,0.4357142857142975,0.5482683982683767,0.9039738039737841,-0.003517008185873305,0.0019817731596487587
sem_number_siblings,amostras_validas,1,Number of Siblings,Correlacao quase nula com GAD e baixa importancia.,287,16,5,15,11,0.4972766041755676,92.5,87.0,94.33333333333334,85.27693140193142,0.8032412620918812,92.225,87.5,93.79999999999998,84.93204573204572,0.7978595342995498,-0.7000000000000028,-0.6750000000000114,2.700000000000003,2.700000000000003,-1.8333333333333428,-1.8000000000000114,-0.3912337662337535,-0.3683927183927267,-0.009708802549359796,-0.0092668662606743
sem_number_siblings,mesmas_linhas_baseline,1,Number of Siblings,Correlacao quase nula com GAD e baixa importancia.,287,16,5,15,11,0.4972766041755676,92.5,87.0,94.33333333333334,85.27693140193142,0.8032412620918812,92.225,87.5,93.79999999999998,84.93204573204572,0.7978595342995498,-0.7000000000000028,-0.6750000000000114,2.700000000000003,2.700000000000003,-1.8333333333333428,-1.8000000000000114,-0.3912337662337535,-0.3683927183927267,-0.009708802549359796,-0.0092668662606743
sem_bio_parents,amostras_validas,1,Number of Bio. Parents,"Correlacao fraca com GAD, VIF moderado e redundancia com Race/Poverty.",287,16,5,15,11,0.3836818337440491,93.05,79.4,97.6,84.45940170940172,0.8015349601379014,93.95,83.9,97.3,87.10557498057499,0.8323856658047833,-0.15000000000000568,1.0499999999999972,-4.8999999999999915,-0.8999999999999915,1.4333333333333087,1.7000000000000028,-1.2087634587634568,1.8051365301365365,-0.011415104503339601,0.025259265244559237
sem_bio_parents,mesmas_linhas_baseline,1,Number of Bio. Parents,"Correlacao fraca com GAD, VIF moderado e redundancia com Race/Poverty.",287,16,5,15,11,0.3836818337440491,93.05,79.4,97.6,84.45940170940172,0.8015349601379014,93.95,83.9,97.3,87.10557498057499,0.8323856658047833,-0.15000000000000568,1.0499999999999972,-4.8999999999999915,-0.8999999999999915,1.4333333333333087,1.7000000000000028,-1.2087634587634568,1.8051365301365365,-0.011415104503339601,0.025259265244559237
sem_4_mais_tantrums,amostras_validas,5,Poverty Status; Number of Siblings; Family History - Psychiatric Diagnosis; Number of Bio. Parents; Frequency Temper Tantrums,Primeira limpeza + remocao de tantrums por redundancia com irritabilidade.,306,12,6,14,14,0.33019697666168213,91.5,81.91666666666669,95.60714285714286,84.78043623043624,0.7898710603962826,91.325,82.08333333333334,95.28571428571429,84.58179598179599,0.7864297560436007,-1.7000000000000028,-1.5750000000000028,-2.3833333333333115,-2.7166666666666544,-0.5595238095238244,-0.3142857142857025,-0.8877289377289372,-0.7186424686424573,-0.023079004244958345,-0.020696644516623453
sem_4_fracas_redundantes,mesmas_linhas_baseline,4,Poverty Status; Number of Siblings; Family History - Psychiatric Diagnosis; Number of Bio. Parents,Primeira limpeza segura: baixa relacao com GAD e/ou redundancia.,287,13,4,16,13,0.41489315032958984,92.975,84.875,95.0,82.86432178932178,0.7856510296313618,93.375,86.0,95.21875,83.62766955266954,0.7956873154981223,-0.22500000000000853,0.4749999999999943,0.5750000000000028,1.2000000000000028,-1.1666666666666856,-0.3812499999999943,-2.8038433788433963,-1.6727688977689041,-0.02729903500987918,-0.011439085062101784
sem_irritable_mood,amostras_validas,1,Frequency Irritable Mood,Alternativa inversa do par irritabilidade/tantrums.,287,16,5,15,11,0.4705885052680969,92.2,80.9,95.96666666666668,83.35595515595516,0.7839961427890995,92.25,83.0,95.33333333333334,83.9515762015762,0.7894835434173669,-1.0,-0.6500000000000057,-3.3999999999999915,-1.7999999999999972,-0.20000000000000284,-0.2666666666666515,-2.3122100122100164,-1.3488622488622468,-0.028953921852141518,-0.017642857142857182
sem_irritable_mood,mesmas_linhas_baseline,1,Frequency Irritable Mood,Alternativa inversa do par irritabilidade/tantrums.,287,16,5,15,11,0.4705885052680969,92.2,80.9,95.96666666666668,83.35595515595516,0.7839961427890995,92.25,83.0,95.33333333333334,83.9515762015762,0.7894835434173669,-1.0,-0.6500000000000057,-3.3999999999999915,-1.7999999999999972,-0.20000000000000284,-0.2666666666666515,-2.3122100122100164,-1.3488622488622468,-0.028953921852141518,-0.017642857142857182
sem_tantrums,amostras_validas,1,Frequency Temper Tantrums,Redundante com Frequency Irritable Mood e ODD.,287,16,4,16,11,0.48120546340942383,93.025,82.125,95.75,82.23733766233767,0.7800763978203417,92.225,83.5,94.40625,81.07864357864356,0.7632819709217269,-0.17499999999999716,-0.6750000000000114,-2.174999999999997,-1.2999999999999972,-0.4166666666666856,-1.1937499999999943,-3.4308275058275086,-4.221794871794884,-0.03287366682089932,-0.04384442963849722
sem_tantrums,mesmas_linhas_baseline,1,Frequency Temper Tantrums,Redundante com Frequency Irritable Mood e ODD.,287,16,4,16,11,0.48120546340942383,93.025,82.125,95.75,82.23733766233767,0.7800763978203417,92.225,83.5,94.40625,81.07864357864356,0.7632819709217269,-0.17499999999999716,-0.6750000000000114,-2.174999999999997,-1.2999999999999972,-0.4166666666666856,-1.1937499999999943,-3.4308275058275086,-4.221794871794884,-0.03287366682089932,-0.04384442963849722
sem_4_mais_tantrums,mesmas_linhas_baseline,5,Poverty Status; Number of Siblings; Family History - Psychiatric Diagnosis; Number of Bio. Parents; Frequency Temper Tantrums,Primeira limpeza + remocao de tantrums por redundancia com irritabilidade.,287,12,3,17,15,0.35946494340896606,93.825,88.49999999999999,94.76470588235294,81.34523809523809,0.7781216692550363,93.35,88.49999999999999,94.20588235294119,80.31785714285714,0.7650176729051545,0.625,0.44999999999998863,4.199999999999989,3.6999999999999886,-1.4019607843137436,-1.3941176470588061,-4.3229270729270866,-4.982581307581313,-0.034828395386204636,-0.04210872765506957
sem_features_sensiveis,mesmas_linhas_baseline,4,Race; Sex; Poverty Status; Number of Bio. Parents,Teste de fairness: remove variaveis sensiveis ou proxy demografico.,287,13,5,15,11,0.4735960066318512,90.55,89.0,91.06666666666666,82.55514208014209,0.7620652819832386,89.8,85.3,91.3,80.71654456654457,0.7389881883252627,-2.6500000000000057,-3.1000000000000085,4.700000000000003,0.5,-5.100000000000023,-4.299999999999997,-3.113023088023084,-4.583893883893879,-0.05088478265800234,-0.06813821223496141
sem_4_cd_tantrums,mesmas_linhas_baseline,6,Poverty Status; Number of Siblings; Family History - Psychiatric Diagnosis; Number of Bio. Parents; CD; Frequency Temper Tantrums,Limpeza intermediaria: baixa relevancia + dois blocos correlacionados.,287,11,4,16,12,0.39834064245224,92.175,84.625,94.0625,80.99819624819625,0.7617988173007473,90.975,80.5,93.59375,77.61778499278499,0.7211319745007837,-1.0250000000000057,-1.9250000000000114,0.32500000000000284,-4.299999999999997,-2.1041666666666856,-2.0062499999999943,-4.669968919968923,-7.682653457653458,-0.0511512473404937,-0.08599442605944041
sem_4_mais_cd,amostras_validas,5,Poverty Status; Number of Siblings; Family History - Psychiatric Diagnosis; Number of Bio. Parents; CD,Primeira limpeza + remocao do par redundante CD/ODD.,306,12,6,14,13,0.4060811996459961,89.8,84.83333333333334,91.92857142857142,83.26838161838161,0.7601750497785966,90.05,86.83333333333334,91.42857142857143,83.92447552447551,0.7679504127165739,-3.4000000000000057,-2.8500000000000085,0.5333333333333456,2.0333333333333456,-4.238095238095269,-4.171428571428564,-2.399783549783564,-1.3759629259629378,-0.052775014862644354,-0.03917598784365017
sem_social_phobia,amostras_validas,1,Social Phobia,Alternativa do par Social Phobia/Sensory Sensitivities.,288,16,4,16,9,0.5157979726791382,92.1,83.875,94.15625,80.80652958152957,0.7595815773039021,92.05,83.5,94.1875,80.60876623376623,0.7572607266494074,-1.1000000000000085,-0.8500000000000085,-0.42499999999999716,-1.2999999999999972,-2.0104166666666856,-1.4124999999999943,-4.8616355866356,-4.691672216672217,-0.0533684873373389,-0.049865673910816755
sem_4_mais_cd,mesmas_linhas_baseline,5,Poverty Status; Number of Siblings; Family History - Psychiatric Diagnosis; Number of Bio. Parents; CD,Primeira limpeza + remocao do par redundante CD/ODD.,287,12,5,15,13,0.35956376791000366,91.075,79.1,95.06666666666668,80.98249528249528,0.7532348566466215,91.525,81.0,95.03333333333335,82.08538961038961,0.7666242189183364,-2.125,-1.375,-5.200000000000003,-3.799999999999997,-1.1000000000000085,-0.5666666666666487,-4.6856698856698955,-3.215048840048837,-0.05971520799461949,-0.04050218164188768
sem_poverty_status,amostras_validas,1,Poverty Status,Menor correlacao com GAD e redundancia socioeconomica.,306,16,4,16,16,0.35528823733329773,91.35,85.375,92.84375,79.71940836940837,0.7440371886854602,91.85,87.625,92.90625,80.90866633366633,0.7589683243654227,-1.8500000000000085,-1.0500000000000114,1.0750000000000028,2.825000000000003,-3.3229166666666856,-2.6937499999999943,-5.948756798756804,-4.391772116772117,-0.06891287595578077,-0.04815807619480139
sem_sleep,amostras_validas,1,Number of Sleep Disturbances,VIF moderado; testar se multicolinearidade pesa mais que sinal clinico.,287,16,5,15,11,0.33147746324539185,89.9,79.3,93.43333333333334,79.27408702408702,0.7273677760577917,89.875,80.0,93.16666666666669,79.4511322011322,0.7287781458737341,-3.299999999999997,-3.0250000000000057,-5.0,-4.799999999999997,-2.7333333333333485,-2.4333333333333087,-6.394078144078151,-5.849306249306252,-0.0855822885834493,-0.07834825468648998
sem_sleep,mesmas_linhas_baseline,1,Number of Sleep Disturbances,VIF moderado; testar se multicolinearidade pesa mais que sinal clinico.,287,16,5,15,11,0.33147746324539185,89.9,79.3,93.43333333333334,79.27408702408702,0.7273677760577917,89.875,80.0,93.16666666666669,79.4511322011322,0.7287781458737341,-3.299999999999997,-3.0250000000000057,-5.0,-4.799999999999997,-2.7333333333333485,-2.4333333333333087,-6.394078144078151,-5.849306249306252,-0.0855822885834493,-0.07834825468648998
sem_age,amostras_validas,1,Age,Maior VIF; testar custo de remover feature importante.,287,16,3,17,10,0.4085809588432312,90.85,78.33333333333331,93.05882352941175,71.48690476190475,0.6634016730487896,91.125,78.49999999999999,93.3529411764706,71.94761904761904,0.6697931728834942,-2.3500000000000085,-1.7750000000000057,-5.966666666666683,-6.300000000000011,-3.1078431372549318,-2.2470588235294002,-14.18126040626042,-13.352819402819406,-0.14954839159245137,-0.13733322767672995
sem_age,mesmas_linhas_baseline,1,Age,Maior VIF; testar custo de remover feature importante.,287,16,3,17,10,0.4085809588432312,90.85,78.33333333333331,93.05882352941175,71.48690476190475,0.6634016730487896,91.125,78.49999999999999,93.3529411764706,71.94761904761904,0.6697931728834942,-2.3500000000000085,-1.7750000000000057,-5.966666666666683,-6.300000000000011,-3.1078431372549318,-2.2470588235294002,-14.18126040626042,-13.352819402819406,-0.14954839159245137,-0.13733322767672995
sem_4_fracas_redundantes,amostras_validas,4,Poverty Status; Number of Siblings; Family History - Psychiatric Diagnosis; Number of Bio. Parents,Primeira limpeza segura: baixa relacao com GAD e/ou redundancia.,306,13,4,16,12,0.37142351269721985,88.425,81.125,90.25,73.34704184704184,0.6622463719648871,87.275,81.375,88.75,71.74632867132867,0.6388984889288484,-4.775000000000006,-5.625,-3.174999999999997,-3.424999999999997,-5.916666666666686,-6.849999999999994,-12.321123321123338,-13.55410977910978,-0.15070369267635386,-0.16822791163137574
sem_features_sensiveis,amostras_validas,4,Race; Sex; Poverty Status; Number of Bio. Parents,Teste de fairness: remove variaveis sensiveis ou proxy demografico.,306,13,5,15,8,0.5438936352729797,85.075,85.7,84.86666666666666,74.17439504939505,0.6408873002642352,84.4,86.0,83.86666666666666,73.35811410811411,0.6279453110528962,-8.125,-8.5,1.4000000000000057,1.2000000000000028,-11.300000000000026,-11.733333333333334,-11.49377011877013,-11.94232434232434,-0.17206276437700574,-0.17918108950732792
